regime,start_time,end_time,n_samples,duration_min,PSI200_mean,PSI200_std,Ore_mean,WaterMill_mean,WaterZumpf_mean,MotorAmp_mean,DensityHC_mean,PressureHC_mean,psi200_delta_vs_prev
24,2025-07-13 01:05:00,2025-07-13 11:00:00,120,595.0,22.157296191386123,0.5871440610488946,165.29749113142685,15.185939219054493,189.33759648555426,206.41297444513015,1751.7566692919484,0.4115712092684751,-2.3417606372106867
25,2025-07-13 11:05:00,2025-07-13 21:00:00,120,595.0,21.985602629159143,0.0029492740283208643,165.31353681503933,15.178978446961827,189.18605132154568,206.44038657769065,1749.0424020201474,0.41366590210972304,-0.17169356222698084
26,2025-07-13 21:05:00,2025-07-14 07:00:00,120,595.0,21.97538568947314,0.0029492740283216614,165.3103695637367,15.179927190328733,188.35580979928358,206.43357560384598,1746.8739621256843,0.4150428945972296,-0.010216939686003457
27,2025-07-14 07:05:00,2025-07-14 17:00:00,120,595.0,21.965168749787154,0.002949274028320148,165.30720231243401,15.18087593369564,187.52556827702148,206.42676463000134,1744.7055222312217,0.4164198870847361,-0.010216939685985693
28,2025-07-14 17:05:00,2025-07-15 03:00:00,120,595.0,21.954951810101146,0.00294927402832067,165.30403506113137,15.181824677062547,186.69532675475938,206.41995365615674,1742.5370823367587,0.41779687957224265,-0.01021693968600701
29,2025-07-15 03:05:00,2025-07-15 13:00:00,120,595.0,21.94473487041515,0.0029492740283218466,165.30086780982867,15.182773420429452,185.8650852324973,206.41314268231207,1740.3686424422954,0.4191738720597492,-0.010216939685996351
30,2025-07-15 13:05:00,2025-07-15 23:00:00,120,595.0,21.934517930729157,0.0029492740283199323,165.29770055852606,15.183722163796363,185.0348437102352,206.40633170846746,1738.2002025478325,0.42055086454725576,-0.010216939685992799
31,2025-07-15 23:05:00,2025-07-16 09:00:00,120,595.0,21.92430099104315,0.002949274028320242,165.29453330722336,15.184670907163268,184.2046021879731,206.39952073462283,1736.0317626533695,0.4219278570347624,-0.01021693968600701
32,2025-07-16 09:05:00,2025-07-16 19:00:00,120,595.0,21.914084051357147,0.002949274028321667,165.29136605592072,15.185619650530175,183.374360665711,206.39270976077816,1733.8633227589064,0.42330484952226893,-0.010216939686003457
33,2025-07-16 19:05:00,2025-07-17 05:00:00,120,595.0,21.903867111671158,0.0029492740283201943,165.28819880461805,15.186568393897081,182.54411914344894,206.38589878693355,1731.6948828644433,0.42468184200977543,-0.010216939685989246
34,2025-07-17 05:05:00,2025-07-17 15:00:00,120,595.0,21.893650171985147,0.0029492740283199974,165.2850315533154,15.18751713726399,181.71387762118684,206.37908781308892,1729.5264429699805,0.426058834497282,-0.010216939686010562
35,2025-07-17 15:05:00,2025-07-18 01:00:00,120,595.0,21.883433232299147,0.002949274028321659,165.28186430201276,15.188465880630895,180.88363609892477,206.3722768392443,1727.3580030755174,0.42743582698478855,-0.010216939685999904
36,2025-07-18 01:05:00,2025-07-18 11:00:00,120,595.0,21.873216292613158,0.0029492740283207763,165.27869705071006,15.1894146239978,180.05339457666267,206.36546586539964,1725.1895631810544,0.4288128194722951,-0.010216939685989246
37,2025-07-18 11:05:00,2025-07-18 21:00:00,120,595.0,21.86299935292715,0.002949274028320205,165.27552979940745,15.190363367364709,179.22315305440054,206.358654891555,1723.0211232865913,0.4301898119598016,-0.01021693968600701
38,2025-07-18 21:05:00,2025-07-19 07:00:00,120,595.0,21.85278241324115,0.0029492740283214953,165.27236254810475,15.191312110731614,178.39291153213847,206.35184391771037,1720.8526833921283,0.43156680444730816,-0.010216939685999904
39,2025-07-19 07:05:00,2025-07-19 17:00:00,120,595.0,21.842565473555158,0.0029492740283208526,165.2691952968021,15.192260854098521,177.56267000987637,206.34503294386573,1718.6842434976652,0.4329437969348148,-0.010216939685992799
40,2025-07-19 17:05:00,2025-07-20 03:00:00,120,595.0,21.832348533869155,0.0029492740283203144,165.2660280454994,15.193209597465428,176.7324284876143,206.33822197002107,1716.515803603202,0.4343207894223213,-0.010216939686003457
41,2025-07-20 03:05:00,2025-07-20 13:00:00,120,595.0,21.822131594183155,0.0029492740283213205,165.2628607941968,15.194158340832333,175.90218696535217,206.3314109961765,1714.3473637087393,0.43569778190982783,-0.010216939685999904
42,2025-07-20 13:05:00,2025-07-20 23:00:00,120,595.0,21.811914654497155,0.002949274028321115,165.2596935428941,15.195107084199241,175.0719454430901,206.32460002233182,1712.1789238142762,0.4370747743973344,-0.010216939685999904
43,2025-07-20 23:05:00,2025-07-21 09:00:00,120,595.0,21.80169771481116,0.002949274028320006,165.25652629159146,15.196055827566147,174.241703920828,206.31778904848719,1710.0104839198132,0.438451766884841,-0.010216939685996351
44,2025-07-21 09:05:00,2025-07-21 19:00:00,120,595.0,21.79148077512516,0.002949274028321362,165.25335904028879,15.197004570933053,173.41146239856593,206.31097807464255,1707.84204402535,0.4398287593723475,-0.010216939685999904
45,2025-07-21 19:05:00,2025-07-22 05:00:00,120,595.0,21.781263835439155,0.002949274028321153,165.25019178898614,15.19795331429996,172.5812208763038,206.3041671007979,1705.673604130887,0.44120575185985406,-0.010216939686003457
46,2025-07-22 05:05:00,2025-07-22 15:00:00,120,595.0,21.771046895753162,0.0029492740283200442,165.2470245376835,15.198902057666865,171.75097935404173,206.29735612695328,1703.505164236424,0.44258274434736067,-0.010216939685992799
47,2025-07-22 15:05:00,2025-07-23 01:00:00,120,595.0,21.760829956067155,0.002949274028321155,165.24385728638083,15.199850801033774,170.92073783177963,206.29054515310867,1701.336724341961,0.44395973683486717,-0.01021693968600701
48,2025-07-23 01:05:00,2025-07-23 11:00:00,120,595.0,21.75061301638116,0.0029492740283212633,165.2406900350782,15.20079954440068,170.09049630951756,206.28373417926403,1699.1682844474979,0.44533672932237367,-0.010216939685996351
49,2025-07-23 11:05:00,2025-07-23 21:00:00,120,595.0,21.740396076695166,0.0029492740283199566,165.23752278377552,15.201748287767588,169.26025478725543,206.2769232054194,1696.999844553035,0.4467137218098802,-0.010216939685992799
50,2025-07-23 21:05:00,2025-07-24 07:00:00,120,595.0,21.73017913700916,0.0029492740283211124,165.23435553247285,15.202697031134495,168.43001326499336,206.27011223157473,1694.831404658572,0.44809071429738684,-0.01021693968600701
51,2025-07-24 07:05:00,2025-07-24 17:00:00,120,595.0,21.719962197323152,0.0029492740283217286,165.23118828117018,15.203645774501403,167.59977174273126,206.26330125773015,1692.662964764109,0.4494677067848934,-0.01021693968600701
52,2025-07-24 17:05:00,2025-07-25 03:00:00,120,595.0,21.70974525763717,0.002949274028320151,165.22802102986753,15.204594517868308,166.76953022046916,206.25649028388548,1690.494524869646,0.4508446992723999,-0.01021693968598214
53,2025-07-25 03:05:00,2025-07-25 13:00:00,120,595.0,21.699528317951163,0.0029492740283207273,165.22485377856484,15.205543261235217,165.9392886982071,206.24967931004085,1688.3260849751828,0.4522216917599065,-0.01021693968600701
54,2025-07-25 13:05:00,2025-07-25 23:00:00,120,595.0,21.689311378265156,0.002949274028321374,165.2216865272622,15.206492004602122,165.109047175945,206.2428683361962,1686.1576450807197,0.45359868424741306,-0.01021693968600701
55,2025-07-25 23:05:00,2025-07-26 09:00:00,120,595.0,21.67909443857917,0.0029492740283202407,165.21851927595952,15.207440747969029,164.2788056536829,206.23605736235157,1683.9892051862566,0.45497567673491957,-0.010216939685985693
56,2025-07-26 09:05:00,2025-07-26 19:00:00,120,595.0,21.66887749889316,0.002949274028320547,165.21535202465688,15.208389491335936,163.44856413142082,206.22924638850697,1681.820765291794,0.4563526692224261,-0.010216939686010562
57,2025-07-26 19:05:00,2025-07-27 05:00:00,120,595.0,21.65866055920716,0.0029492740283216788,165.21218477335424,15.209338234702841,162.61832260915875,206.22243541466233,1679.6523253973307,0.4577296617099327,-0.010216939685999904
58,2025-07-27 05:05:00,2025-07-27 15:00:00,120,595.0,21.64844361952117,0.0029492740283201643,165.20901752205154,15.210286978069748,161.78808108689663,206.21562444081766,1677.4838855028677,0.45910665419743923,-0.010216939685989246
59,2025-07-27 15:05:00,2025-07-28 01:00:00,120,595.0,21.638226679835164,0.00294927402832024,165.20585027074893,15.211235721436655,160.95783956463453,206.20881346697303,1675.3154456084046,0.4604836466849458,-0.01021693968600701
60,2025-07-28 01:05:00,2025-07-28 11:00:00,120,595.0,21.628009740149164,0.0029492740283214515,165.20268301944623,15.21218446480356,160.12759804237243,206.2020024931284,1673.1470057139416,0.4618606391724523,-0.010216939685999904
61,2025-07-28 11:05:00,2025-07-28 21:00:00,120,595.0,21.617792800463175,0.002949274028320218,165.19951576814358,15.213133208170468,159.29735652011038,206.1951915192838,1670.9785658194785,0.46323763165995885,-0.010216939685989246
62,2025-07-28 21:05:00,2025-07-29 07:00:00,120,595.0,21.607575860777168,0.0029492740283202806,165.1963485168409,15.214081951537374,158.46711499784826,206.18838054543914,1668.8101259250157,0.46461462414746546,-0.01021693968600701
63,2025-07-29 07:05:00,2025-07-29 17:00:00,120,595.0,21.597358921091168,0.0029492740283215517,165.19318126553827,15.215030694904282,157.63687347558616,206.1815695715945,1666.6416860305524,0.46599161663497196,-0.010216939685999904
64,2025-07-29 17:05:00,2025-07-30 03:00:00,120,595.0,21.587141981405175,0.002949274028320317,165.1900140142356,15.215979438271187,156.80663195332409,206.17475859774987,1664.4732461360898,0.4673686091224786,-0.010216939685992799
65,2025-07-30 03:05:00,2025-07-30 13:00:00,120,595.0,21.57692504171917,0.0029492740283199328,165.18684676293296,15.216928181638092,155.976390431062,206.16794762390523,1662.3048062416267,0.4687456016099851,-0.010216939686003457
66,2025-07-30 13:05:00,2025-07-30 23:00:00,120,595.0,21.56670810203317,0.002949274028321726,165.1836795116303,15.217876925005,155.14614890879986,206.1611366500606,1660.1363663471636,0.47012259409749163,-0.010216939685999904
67,2025-07-30 23:05:00,2025-07-31 09:00:00,120,595.0,21.556491162347175,0.002949274028321007,165.18051226032765,15.218825668371908,154.3159073865378,206.154325676216,1657.9679264527003,0.4714995865849982,-0.010216939685996351
68,2025-07-31 09:05:00,2025-07-31 19:50:00,130,645.0,21.545848516840923,0.0031950632762244983,165.1772130402207,15.219813942712435,153.45107246751482,206.14723091179448,1655.7091348959682,0.47293395375948416,-0.010642645506251824
69,2025-07-31 19:55:00,2025-08-01 06:40:00,130,645.0,21.534780165514423,0.0031950632762257404,165.17378185130946,15.220841748026585,152.55164415173087,206.13985235679613,1653.3599916769667,0.4744256956209496,-0.011068351326500192
70,2025-08-01 06:45:00,2025-08-01 17:30:00,130,645.0,21.523711814187923,0.003195063276226177,165.17035066239825,15.221869553340733,151.65221583594692,206.1324738017978,1651.0108484579648,0.47591743748241505,-0.011068351326500192
71,2025-08-01 17:35:00,2025-08-02 04:20:00,130,645.0,21.512643462861426,0.0031950632762246535,165.16691947348704,15.222897358654881,150.752787520163,206.1250952467994,1648.6617052389631,0.4774091793438805,-0.01106835132649664
72,2025-08-02 04:25:00,2025-08-02 20:05:00,120,940.0,21.514876046251622,0.23675445896868855,165.14080062381151,15.233494257734094,148.5986137485322,206.80899937102052,1645.6995916902163,0.4774621981288139,0.0022325833901959413
73,2025-08-02 20:10:00,2025-08-03 07:15:00,120,665.0,21.53785032987492,0.5195734135733532,167.9280505452536,15.526468326664762,160.2424058014506,208.14372814486663,1649.544259617485,0.4772295605927313,0.022974283623298675
74,2025-08-03 07:20:00,2025-08-04 07:00:00,120,1420.0,22.303870236555213,1.3083826881837937,171.2379439168774,15.820994434654668,160.87374234890612,206.54133270522908,1667.081982393288,0.4869699664794605,0.7660199066802917
75,2025-08-04 07:05:00,2025-08-05 03:55:00,120,1250.0,23.468740703044737,1.6233021738823898,171.86197420919328,15.88904331156198,153.7385332392835,205.3022385408044,1688.2619614492698,0.4784705815702014,1.1648704664895249
76,2025-08-05 04:00:00,2025-08-06 13:40:00,120,2020.0,25.42465522929747,1.3609745213054274,172.8585102759533,15.9910788171376,150.9338950255592,207.02472911740477,1675.136058242289,0.4635901382775216,1.9559145262527338
77,2025-08-06 13:45:00,2025-08-07 06:45:00,150,1020.0,27.350325140212256,1.1781723213511928,175.3365637346001,16.198368949132703,169.497880439228,206.01809614304366,1681.193939876259,0.4946273131124591,1.9256699109147846
78,2025-08-07 06:50:00,2025-08-08 06:15:00,120,1405.0,27.352737410083652,2.2176642565654645,176.56348617251666,16.311914451289113,152.14588725764037,202.74268854710488,1708.3465814998237,0.48823116485137896,0.002412269871395978
79,2025-08-08 06:20:00,2025-08-08 22:25:00,120,965.0,30.784925891921397,2.4165272099847903,178.74244580217933,16.513296287892892,210.99954498476527,200.7755408979326,1749.392372015528,0.46951857067736985,3.432188481837745
80,2025-08-08 23:30:00,2025-08-09 12:45:00,160,795.0,28.10376086662701,1.165542497766016,170.21889138587986,15.724772510229872,191.6013488917475,205.25626480418032,1717.6659187031612,0.47806905814158246,-2.681165025294387
81,2025-08-09 12:50:00,2025-08-09 22:55:00,120,605.0,30.34320962777152,1.9833221048353216,172.40976871701272,15.92904603131454,171.90954628851608,209.7648939153456,1711.4555089747196,0.4857253615275058,2.239448761144512
82,2025-08-09 23:00:00,2025-08-10 10:35:00,140,695.0,28.332438890872606,1.0246099143254879,176.31783554143797,16.281992434446583,230.18026018050006,207.19169033899743,1702.9912378315926,0.4868488999703132,-2.010770736898916
83,2025-08-10 10:40:00,2025-08-12 11:50:00,189,2950.0,28.501486247008774,3.121320969539566,175.22207417059943,16.324233822573298,177.11329090348235,205.61081329819513,1740.7260259005166,0.46964216712472556,0.1690473561361685
