trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki
0,51.06417465209961,2025-07-14 11:19:34.637401,2025-07-14 11:19:34.642775,179.40786325595136,7.499591327541365,176.17173750896748,0.3708739112513122,1696.9365147669432,181.0148266274686,0.47443303353933003,0.2543060156752339
1,51.91081619262695,2025-07-14 11:19:34.642775,2025-07-14 11:19:34.647196,164.8835145229249,6.054765117250302,179.8779551171847,0.48531941248935295,1565.8672122084981,201.64259348023458,0.06654280904083792,0.05494740909244358
2,52.07795333862305,2025-07-14 11:19:34.647196,2025-07-14 11:19:34.649754,163.98758058991382,8.286595148713573,171.53343097411604,0.23869843882689423,1584.957237477461,186.28289198991112,0.2597875257045003,0.49830164275410677
3,48.86508560180664,2025-07-14 11:19:34.649754,2025-07-14 11:19:34.652301,181.40945140785544,6.416875614133008,172.87369731945938,0.4456616235517027,1840.1117197669341,176.0622898528036,0.16138387692713058,0.03564115136932909
4,53.60275650024414,2025-07-14 11:19:34.652301,2025-07-14 11:19:34.654348,166.84658903242644,12.38468914943417,190.85632195145286,0.3971460493894946,1651.5234781926567,206.79842900680845,0.10346552669640437,0.15509700264843151
5,51.01382064819336,2025-07-14 11:19:34.655862,2025-07-14 11:19:34.657886,170.28573208622228,10.690497915708447,182.38801208669753,0.3016749557852315,1877.445870048759,217.76749843784998,0.4907990877153113,0.28538792390105305
6,52.0932502746582,2025-07-14 11:19:34.657886,2025-07-14 11:19:34.659893,181.4014935541069,6.760050104672729,182.1949262886123,0.38155773934474413,1581.3633272948666,182.65929594626732,0.39304456742728483,0.3170772682090923
7,52.19261932373047,2025-07-14 11:19:34.660894,2025-07-14 11:19:34.663408,176.87010721465268,6.337491399165496,197.622867098104,0.24994156039383875,1685.7046870394383,192.71736742769,0.3921396156650641,0.3963168303990018
8,52.08115768432617,2025-07-14 11:19:34.663408,2025-07-14 11:19:34.665926,188.266265830946,7.474288930704466,198.34558349282827,0.22538160332365598,1682.2285894942713,174.41502500351095,0.23133213512272838,0.25594870548619875
9,49.92422103881836,2025-07-14 11:19:34.665926,2025-07-14 11:19:34.668446,178.86641399300132,8.510288017916785,171.57824013220826,0.3371566937020438,1873.4934628961819,180.461454656527,0.3618447889131431,0.06115251092837187
10,49.745025634765625,2025-07-14 11:19:34.668446,2025-07-14 11:19:34.699224,191.6811878687573,18.635444697566854,190.3716497890227,0.4135346519577326,1776.578007616133,210.21532948348224,0.023034361171314577,0.16380994846097618
11,54.06271743774414,2025-07-14 11:19:34.699729,2025-07-14 11:19:34.734732,171.28517820124614,15.16437745793365,193.42824887189636,0.29293161975254867,1644.6597330498066,195.40367694371173,0.12866396175278155,0.4349990916574536
