trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki
0,51.17316818237305,2025-07-14 10:15:00.844720,2025-07-14 10:15:00.846898,162.41574963761474,9.318151560478334,244.26993686775944,0.46740544789582916,1731.1117182087924,211.25207971617425,0.3675577991360428,0.19627803112464842
1,50.40790557861328,2025-07-14 10:15:00.846898,2025-07-14 10:15:00.851566,165.57412873348505,5.608902394097561,199.85681083802763,0.34330906527876126,1853.1380644653157,179.3421675716139,0.33689154057415216,0.38835413500415394
2,53.95759963989258,2025-07-14 10:15:00.852070,2025-07-14 10:15:00.855181,165.3840980621524,10.004080391377034,219.3507963651793,0.20251540560261352,1538.486600198543,198.01071253580182,0.324480247284393,0.46008027297819315
3,50.92547607421875,2025-07-14 10:15:00.855726,2025-07-14 10:15:00.857732,164.80805571800767,5.533281175909268,192.83601683212157,0.2087040642025326,1715.0696406294467,175.50586303797658,0.2349208335139118,0.3141533857330948
4,52.41642379760742,2025-07-14 10:15:00.858235,2025-07-14 10:15:00.859754,164.6488292201219,16.401692747163253,227.21427337434883,0.2810038170942297,1898.7408636517982,196.07611100262682,0.19766218834433538,0.10438579231038164
5,50.35325622558594,2025-07-14 10:15:00.859754,2025-07-14 10:15:00.862772,166.3613645596062,22.03373786870392,200.5259046533867,0.4637011103092973,1897.284702753783,218.08811766359506,0.029750631942322983,0.05109062802322345
6,53.98664093017578,2025-07-14 10:15:00.863777,2025-07-14 10:15:00.865815,169.93291111606962,19.35292384523992,230.2784270550535,0.22019079393814794,1616.6353530363554,186.09126543866307,0.09289653996744293,0.3134525536308003
7,53.80050277709961,2025-07-14 10:15:00.865815,2025-07-14 10:15:00.866839,163.9383675413175,23.521402142504833,236.12377483462728,0.37951382285204127,1676.462891984773,202.77310942282787,0.38745819571210277,0.27193561735477806
8,50.67368698120117,2025-07-14 10:15:00.868345,2025-07-14 10:15:00.870364,168.50893879303217,18.803984175598654,206.28343793183035,0.31624078837424635,1813.1902448086385,187.22942285738492,0.13817920931645858,0.1844140302324386
9,52.7231559753418,2025-07-14 10:15:00.870867,2025-07-14 10:15:00.873411,163.79428029084917,8.631209363777492,194.09598414275965,0.2613766829047884,1590.065848680442,202.1795541458911,0.263079660628476,0.19854272643392265
10,53.53006362915039,2025-07-14 10:15:00.873411,2025-07-14 10:15:00.905696,169.03733750592752,13.426095010577757,219.20643388468548,0.40085252042466013,1621.48077748831,186.14190669862558,0.04070836992578317,0.3699898103856046
11,53.27224349975586,2025-07-14 10:15:00.905696,2025-07-14 10:15:00.938024,160.30033992706342,12.800059671610533,219.42138297490098,0.20287052169242054,1502.2165744588067,188.40455758185146,0.4590996888778297,0.4834797102635797
12,52.8936882019043,2025-07-14 10:15:00.939027,2025-07-14 10:15:00.972728,167.24602350318517,18.702205004842448,182.09622832506852,0.2428294240243059,1506.5819904618304,195.88505577599733,0.1399294707771339,0.4806116291484715
13,53.31043243408203,2025-07-14 10:15:00.973231,2025-07-14 10:15:01.006452,169.96559151004487,10.80230762912742,248.36235469148812,0.2968598749431088,1580.1276478610766,170.0340109969944,0.29655713737324996,0.4098049715403491
14,54.18571853637695,2025-07-14 10:15:01.007455,2025-07-14 10:15:01.040576,167.5131711216989,16.364644028898685,230.65944604585184,0.23561437190170603,1554.053693731155,201.28155746709825,0.4792270105783142,0.3287400909852781
15,54.325477600097656,2025-07-14 10:15:01.040576,2025-07-14 10:15:01.072298,168.08353142650873,20.231680369811713,233.23391931011722,0.2557698021376189,1644.1639664026168,209.6781370822205,0.49435209388099516,0.3186626113555676
16,54.233856201171875,2025-07-14 10:15:01.072823,2025-07-14 10:15:01.104492,167.54502487385096,16.089645598533405,239.48098659105793,0.25537083215237516,1661.1027818767204,210.1187982591389,0.48500800651222203,0.2587774077910351
17,54.00252151489258,2025-07-14 10:15:01.104492,2025-07-14 10:15:01.137774,167.50838318076788,24.674418132315953,241.8337155280281,0.3217917645926669,1666.3987090201797,210.61813357656385,0.435511129212325,0.2331585693455772
18,52.21727752685547,2025-07-14 10:15:01.137774,2025-07-14 10:15:01.172341,168.37231701042586,21.173899243145396,241.2699388629308,0.2710801863187712,1761.6112341811795,210.0574662642033,0.4944034763125897,0.13522237184163205
19,53.2534065246582,2025-07-14 10:15:01.172861,2025-07-14 10:15:01.205527,166.5841802527745,15.745520253416958,174.0062456545293,0.3776538250278061,1642.6503681261672,219.2959230882381,0.3982827498371737,0.254607166714417
20,51.50090789794922,2025-07-14 10:15:01.205527,2025-07-14 10:15:01.238953,168.8386033306244,20.77416470807442,213.1454522724056,0.42307024082096806,1783.7031088545957,207.8715451180052,0.4223655268523559,0.3482207958236338
21,54.14833068847656,2025-07-14 10:15:01.239456,2025-07-14 10:15:01.272633,167.61277605763075,17.092381991047677,232.30875850620072,0.23204229118163539,1560.273516136625,202.9344560234488,0.4721276182544964,0.2999307590527788
22,52.871543884277344,2025-07-14 10:15:01.272633,2025-07-14 10:15:01.307413,166.4770483027804,13.853461205096359,226.44037448256935,0.2504950834245558,1681.3710891479757,213.46315967250885,0.48620993328488826,0.4194897755415905
23,54.30721664428711,2025-07-14 10:15:01.308940,2025-07-14 10:15:01.342276,167.92378561475672,17.541454622365087,248.82868393047727,0.28968517465174026,1634.2209622567177,205.3909489651288,0.43469994934092215,0.3387144678798838
24,54.48283767700195,2025-07-14 10:15:01.342276,2025-07-14 10:15:01.375205,168.19571400679075,17.933866038071887,237.5959941724055,0.29262715238338477,1646.3218576512286,215.34363153873318,0.4366063695972473,0.27458207082259056
25,54.398475646972656,2025-07-14 10:15:01.376773,2025-07-14 10:15:01.409720,169.27442783294765,17.925293223018645,245.68989505730548,0.2955926140485417,1622.1113407055145,215.8057973818554,0.42882007473816597,0.362346815607402
26,53.05600357055664,2025-07-14 10:15:01.409720,2025-07-14 10:15:01.442943,169.53303721698944,20.17245417314122,236.80377789926706,0.32258003822522896,1710.218634066377,215.65601140620154,0.4059444695656696,0.4296462212040495
27,54.3914680480957,2025-07-14 10:15:01.442943,2025-07-14 10:15:01.475351,169.16376493988997,23.02296660317389,249.18827071747452,0.344825774560182,1588.4458527708896,215.2308068925901,0.3578153372806711,0.3694395075137244
28,54.39973068237305,2025-07-14 10:15:01.476853,2025-07-14 10:15:01.511795,169.21050615603505,23.02021234426212,248.32370911733696,0.37240146332727897,1592.2188821564591,215.599817739569,0.35491024944682015,0.36992705260504516
29,52.17649841308594,2025-07-14 10:15:01.511795,2025-07-14 10:15:01.545758,161.8835214882695,24.925645772359044,244.0949229417749,0.36936331147711515,1749.4699293337653,219.401183508663,0.35831079600180166,0.20443310472485576
30,54.29484558105469,2025-07-14 10:15:01.545758,2025-07-14 10:15:01.580128,169.2670616268167,17.97223059846203,244.03378848436216,0.4451081403129027,1595.558749387625,214.06093817524393,0.29825072177302747,0.2763687883828923
31,54.3914680480957,2025-07-14 10:15:01.581128,2025-07-14 10:15:01.616931,168.97394345775282,23.045870486126375,248.37418898721407,0.348818677995159,1604.4581183511432,215.93703475756874,0.36284359009047,0.3609254775184976
32,54.911869049072266,2025-07-14 10:15:01.618437,2025-07-14 10:15:01.654867,169.57196963473686,22.23178988930255,248.06496225016838,0.30638176679845375,1534.9790634926394,206.08926717618422,0.3277375450131761,0.38518356904900686
33,54.9357795715332,2025-07-14 10:15:01.655375,2025-07-14 10:15:01.688802,169.77607563399152,21.752859158008956,239.93790195516738,0.304031132943731,1541.9102793045663,212.17743028225792,0.32571072546724383,0.39136241865184707
34,54.945823669433594,2025-07-14 10:15:01.689803,2025-07-14 10:15:01.722619,169.97455255963172,21.956922197445348,237.97950557275018,0.3131671275756854,1532.0359499067104,206.30714391900696,0.3232223870287075,0.44102382069253826
35,54.82963943481445,2025-07-14 10:15:01.723121,2025-07-14 10:15:01.757400,169.84908112985073,21.86159243906345,223.79990514210672,0.329683792978006,1522.8956192370213,206.36037601510444,0.3193624935443349,0.4513819121452684
36,54.78205871582031,2025-07-14 10:15:01.757903,2025-07-14 10:15:01.793141,169.8343835720442,21.81573428387955,224.29154326488555,0.33021630484665854,1528.4258005391382,198.97610725395515,0.32126416294868343,0.4568685175420659
37,53.972896575927734,2025-07-14 10:15:01.794144,2025-07-14 10:15:01.829199,165.83569278476702,22.070566893779873,222.0384286821559,0.3033068653691328,1534.982572398361,191.71311563398174,0.2377842272910936,0.4482519694945072
38,54.93881607055664,2025-07-14 10:15:01.829199,2025-07-14 10:15:01.863490,169.97990286355366,24.071256676354196,235.14874087871152,0.335016780805624,1558.0640220211824,207.25581361674503,0.27127605636989083,0.3946610760799723
39,54.398475646972656,2025-07-14 10:15:01.864493,2025-07-14 10:15:01.898345,168.71419420541775,23.550519167140763,235.14563697865646,0.31010358911068564,1560.1057610971782,205.54520746318678,0.19927578171027122,0.40018489525620304
40,54.842437744140625,2025-07-14 10:15:01.898849,2025-07-14 10:15:01.933239,169.53899223123793,24.122844953526602,213.2636500560124,0.2758816309775873,1552.6205068523925,198.6691946216805,0.26053929413896465,0.39127052044968225
41,54.60163879394531,2025-07-14 10:15:01.933741,2025-07-14 10:15:01.969249,169.55371249140217,24.207330096940893,209.29983483359123,0.27817892649549353,1547.561191098232,198.96962701975156,0.26816570131823847,0.39365539784680204
42,53.128597259521484,2025-07-14 10:15:01.969249,2025-07-14 10:15:02.016805,168.59362500962112,23.964820713320808,201.2466836165463,0.49762018986614986,1574.4407998677227,192.03303180089583,0.2954620242513595,0.497574359960151
43,54.01686096191406,2025-07-14 10:15:02.016805,2025-07-14 10:15:02.054767,169.61464606580773,19.64301543160814,191.30786073247594,0.3576361323252411,1523.991764535117,204.33957086983585,0.2279032123975836,0.43237078969985365
44,54.90850067138672,2025-07-14 10:15:02.055774,2025-07-14 10:15:02.089794,169.9529460497957,22.634934599024575,216.5708927039857,0.27895928466906733,1500.6995754915865,208.1141141034402,0.2745592803477726,0.3860575609380277
45,54.88039016723633,2025-07-14 10:15:02.089794,2025-07-14 10:15:02.125628,169.93185677211508,22.619440011796613,228.21184101547837,0.33738862824517446,1507.5511241421382,208.4350215285166,0.27799199927519624,0.43231969505514245
46,52.25337600708008,2025-07-14 10:15:02.125628,2025-07-14 10:15:02.161539,163.8626131530885,21.131312178983826,239.51954628866883,0.31383638397758046,1501.0914458546217,182.2796750953494,0.3302311424223429,0.3849832491919146
